[08-09 09:04:23]	 COM1 Close [OK]
[08-09 16:09:02]	 Setting LED Module Display Type [OK] ![0052821111!]
                	 Receive : ![00520!]
[08-09 16:09:02]	 COM4 Close [OK]
[08-09 16:14:27]	 COM1 Close [OK]
[08-09 16:14:33]	 COM1 Close [OK]
[08-09 16:14:34]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:14:34]	 Setting LED Module Display Type [OK] ![0052424111!]
                	 Receive : ![00520!]
[08-09 16:14:34]	 COM4 Close [OK]
[08-09 16:14:38]	 COM4 Close [OK]
[08-09 16:14:38]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:14:38]	 Setting LED Module Display Type [OK] ![0052223111!]
                	 Receive : ![00520!]
[08-09 16:14:38]	 COM4 Close [OK]
[08-09 16:14:43]	 COM4 Close [OK]
[08-09 16:14:43]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:14:43]	 Setting LED Module Display Type [OK] ![0052142111!]
                	 Receive : ![00520!]
[08-09 16:14:43]	 COM4 Close [OK]
[08-09 16:14:49]	 COM4 Close [OK]
[08-09 16:14:51]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:14:51]	 Setting LED Module Display Type [OK] ![0052122111!]
                	 Receive : ![00520!]
[08-09 16:14:51]	 COM4 Close [OK]
[08-09 16:14:57]	 COM4 Close [OK]
[08-09 16:14:57]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:14:57]	 Setting LED Module Display Type [OK] ![0052142111!]
                	 Receive : ![00520!]
[08-09 16:14:57]	 COM4 Close [OK]
[08-09 16:14:59]	 COM4 Close [OK]
[08-09 16:15:03]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:15:03]	 Setting LED Module Display Type [OK] ![0052224114!]
                	 Receive : ![00520!]
[08-09 16:15:03]	 COM4 Close [OK]
[08-09 16:15:13]	 COM4 Close [OK]
[08-09 16:15:16]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:15:16]	 Setting LED Module Display Type [OK] ![0052223111!]
                	 Receive : ![00520!]
[08-09 16:15:16]	 COM4 Close [OK]
[08-09 16:15:37]	 COM1 Close [OK]
[08-09 16:15:42]	 COM1 Close [OK]
[08-09 16:15:42]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:15:42]	 Setting LED Module Display Type [OK] ![0052B11111!]
                	 Receive : ![00520!]
[08-09 16:15:42]	 COM4 Close [OK]
[08-09 16:16:13]	 COM1 Close [OK]
[08-09 16:16:30]	 COM1 Close [OK]
[08-09 16:16:32]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:16:32]	 Setting LED Module Display Type [OK] ![0052821012!]
                	 Receive : ![00520!]
[08-09 16:16:32]	 COM4 Close [OK]
[08-09 16:16:39]	 COM4 Close [OK]
[08-09 16:16:39]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:16:39]	 Setting LED Module Display Type [OK] ![0052822311!]
                	 Receive : ![00520!]
[08-09 16:16:40]	 COM4 Close [OK]
[08-09 16:16:42]	 COM4 Close [OK]
[08-09 16:16:45]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:16:46]	 Setting LED Module Display Type [OK] ![0052823111!]
                	 Receive : ![00520!]
[08-09 16:16:46]	 COM4 Close [OK]
[08-09 16:16:56]	 COM4 Close [OK]
[08-09 16:16:59]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:16:59]	 Setting LED Module Display Type [OK] ![0052822311!]
                	 Receive : ![00520!]
[08-09 16:16:59]	 COM4 Close [OK]
[08-09 16:17:16]	 COM4 Close [OK]
[08-09 16:17:16]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:17:16]	 Setting LED Module Display Type [OK] ![0052822111!]
                	 Receive : ![00520!]
[08-09 16:17:16]	 COM4 Close [OK]
[08-09 16:17:28]	 COM4 Close [OK]
[08-09 16:17:28]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:17:28]	 Setting LED Module Display Type [OK] ![0052822311!]
                	 Receive : ![00520!]
[08-09 16:17:28]	 COM4 Close [OK]
[08-09 16:18:26]	 COM4 Close [OK]
[08-09 16:18:28]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:18:28]	 Setting LED Module Display Type [OK] ![0052823111!]
                	 Receive : ![00520!]
[08-09 16:18:28]	 COM4 Close [OK]
[08-09 16:18:37]	 COM4 Close [OK]
[08-09 16:18:41]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:18:41]	 Setting LED Module Display Type [OK] ![0052828111!]
                	 Receive : ![00520!]
[08-09 16:18:41]	 COM4 Close [OK]
[08-09 16:19:29]	 COM4 Close [OK]
[08-09 16:19:31]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:19:31]	 Setting LED Module Display Type [OK] ![0052811111!]
                	 Receive : ![00520!]
[08-09 16:19:31]	 COM4 Close [OK]
[08-09 16:19:32]	 COM4 Close [OK]
[08-09 16:19:32]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:19:33]	 Setting LED Module Display Type [OK] ![0052811211!]
                	 Receive : ![00520!]
[08-09 16:19:33]	 COM4 Close [OK]
[08-09 16:20:14]	 COM4 Close [OK]
[08-09 16:20:14]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:20:14]	 Setting LED Module Display Type [OK] ![0052812211!]
                	 Receive : ![00520!]
[08-09 16:20:14]	 COM4 Close [OK]
[08-09 16:20:24]	 COM4 Close [OK]
[08-09 16:20:24]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:20:24]	 Setting LED Module Display Type [OK] ![0052813111!]
                	 Receive : ![00520!]
[08-09 16:20:24]	 COM4 Close [OK]
[08-09 16:20:45]	 COM4 Close [OK]
[08-09 16:20:48]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:20:48]	 Setting LED Module Display Type [OK] ![0052813211!]
                	 Receive : ![00520!]
[08-09 16:20:48]	 COM4 Close [OK]
[08-09 16:21:03]	 COM4 Close [OK]
[08-09 16:21:03]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:21:03]	 Setting LED Module Display Type [OK] ![0052812111!]
                	 Receive : ![00520!]
[08-09 16:21:03]	 COM4 Close [OK]
[08-09 16:21:36]	 COM4 Close [OK]
[08-09 16:21:39]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:21:39]	 Setting LED Module Display Type [OK] ![0052812111!]
                	 Receive : ![00520!]
[08-09 16:21:39]	 COM4 Close [OK]
[08-09 16:21:48]	 COM4 Close [OK]
[08-09 16:21:51]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:21:51]	 Setting LED Module Display Type [OK] ![0052813111!]
                	 Receive : ![00520!]
[08-09 16:21:51]	 COM4 Close [OK]
[08-09 16:22:15]	 COM4 Close [OK]
[08-09 16:22:17]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:22:17]	 Setting LED Module Display Type [OK] ![0052814111!]
                	 Receive : ![00520!]
[08-09 16:22:17]	 COM4 Close [OK]
[08-09 16:22:34]	 COM4 Close [OK]
[08-09 16:22:34]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:22:34]	 Setting LED Module Display Type [OK] ![0052816111!]
                	 Receive : ![00520!]
[08-09 16:22:34]	 COM4 Close [OK]
[08-09 16:22:54]	 COM4 Close [OK]
[08-09 16:22:55]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:22:55]	 Setting LED Module Display Type [OK] ![0052819111!]
                	 Receive : ![00520!]
[08-09 16:22:55]	 COM4 Close [OK]
[08-09 16:23:06]	 COM4 Close [OK]
[08-09 16:23:07]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:23:07]	 Setting LED Module Display Type [OK] ![0052814211!]
                	 Receive : ![00520!]
[08-09 16:23:07]	 COM4 Close [OK]
[08-09 16:23:27]	 COM4 Close [OK]
[08-09 16:23:27]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:23:27]	 Setting LED Module Display Type [OK] ![0052814211!]
                	 Receive : ![00520!]
[08-09 16:23:27]	 COM4 Close [OK]
[08-09 16:23:48]	 COM4 Close [OK]
[08-09 16:23:48]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:23:48]	 Setting LED Module Display Type [OK] ![0052815111!]
                	 Receive : ![00520!]
[08-09 16:23:48]	 COM4 Close [OK]
[08-09 16:24:11]	 COM4 Close [OK]
[08-09 16:24:11]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:24:11]	 Setting LED Module Display Type [OK] ![0052441111!]
                	 Receive : ![00520!]
[08-09 16:24:11]	 COM4 Close [OK]
[08-09 16:26:37]	 COM4 Close [OK]
[08-09 16:26:37]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:26:37]	 Setting LED Module Display Type [OK] ![0052441111!]
                	 Receive : ![00520!]
[08-09 16:26:37]	 COM4 Close [OK]
[08-09 16:26:39]	 COM4 Close [OK]
[08-09 16:26:39]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:26:39]	 Setting LED Module Display Type [OK] ![0052442111!]
                	 Receive : ![00520!]
[08-09 16:26:39]	 COM4 Close [OK]
[08-09 16:26:54]	 COM4 Close [OK]
[08-09 16:26:56]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:26:56]	 Setting LED Module Display Type [OK] ![0052421111!]
                	 Receive : ![00520!]
[08-09 16:26:56]	 COM4 Close [OK]
[08-09 16:26:58]	 COM4 Close [OK]
[08-09 16:26:58]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:26:58]	 Setting LED Module Display Type [OK] ![0052422111!]
                	 Receive : ![00520!]
[08-09 16:26:58]	 COM4 Close [OK]
[08-09 16:26:59]	 COM4 Close [OK]
[08-09 16:26:59]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:26:59]	 Setting LED Module Display Type [OK] ![0052423111!]
                	 Receive : ![00520!]
[08-09 16:26:59]	 COM4 Close [OK]
[08-09 16:27:01]	 COM4 Close [OK]
[08-09 16:27:01]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:27:02]	 Setting LED Module Display Type [OK] ![0052424111!]
                	 Receive : ![00520!]
[08-09 16:27:02]	 COM4 Close [OK]
[08-09 16:27:30]	 COM4 Close [OK]
[08-09 16:27:31]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:27:31]	 Setting LED Module Display Type [OK] ![0052425111!]
                	 Receive : ![00520!]
[08-09 16:27:31]	 COM4 Close [OK]
[08-09 16:27:31]	 COM4 Close [OK]
[08-09 16:27:35]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:27:35]	 Setting LED Module Display Type [OK] ![0052426111!]
                	 Receive : ![00520!]
[08-09 16:27:35]	 COM4 Close [OK]
[08-09 16:27:36]	 COM4 Close [OK]
[08-09 16:27:36]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:27:36]	 Setting LED Module Display Type [OK] ![0052427111!]
                	 Receive : ![00520!]
[08-09 16:27:36]	 COM4 Close [OK]
[08-09 16:27:37]	 COM4 Close [OK]
[08-09 16:27:37]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:27:37]	 Setting LED Module Display Type [OK] ![0052411111!]
                	 Receive : ![00520!]
[08-09 16:27:37]	 COM4 Close [OK]
[08-09 16:29:07]	 COM4 Close [OK]
[08-09 16:29:07]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:29:07]	 Setting LED Module Display Type [OK] ![005242:113!]
                	 Receive : ![00520!]
[08-09 16:29:07]	 COM4 Close [OK]
[08-09 16:29:08]	 COM4 Close [OK]
[08-09 16:29:08]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:29:08]	 Setting LED Module Display Type [OK] ![005242:211!]
                	 Receive : ![00520!]
[08-09 16:29:08]	 COM4 Close [OK]
[08-09 16:29:30]	 COM4 Close [OK]
[08-09 16:29:30]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:29:30]	 Setting LED Module Display Type [OK] ![005242:211!]
                	 Receive : ![00520!]
[08-09 16:29:30]	 COM4 Close [OK]
[08-09 16:29:33]	 COM4 Close [OK]
[08-09 16:29:34]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:29:34]	 Setting LED Module Display Type [OK] ![0052212111!]
                	 Receive : ![00520!]
[08-09 16:29:34]	 COM4 Close [OK]
[08-09 16:29:52]	 COM4 Close [OK]
[08-09 16:29:55]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:29:55]	 Setting LED Module Display Type [OK] ![0052212111!]
                	 Receive : ![00520!]
[08-09 16:29:55]	 COM4 Close [OK]
[08-09 16:31:40]	 COM4 Close [OK]
[08-09 16:31:40]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:31:40]	 Setting LED Module Display Type [OK] ![0052222111!]
                	 Receive : ![00520!]
[08-09 16:31:40]	 COM4 Close [OK]
[08-09 16:31:41]	 COM4 Close [OK]
[08-09 16:31:41]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:31:41]	 Setting LED Module Display Type [OK] ![0052223111!]
                	 Receive : ![00520!]
[08-09 16:31:41]	 COM4 Close [OK]
[08-09 16:31:42]	 COM4 Close [OK]
[08-09 16:31:42]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:31:42]	 Setting LED Module Display Type [OK] ![0052224111!]
                	 Receive : ![00520!]
[08-09 16:31:42]	 COM4 Close [OK]
[08-09 16:31:44]	 COM4 Close [OK]
[08-09 16:31:44]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:31:44]	 Setting LED Module Display Type [OK] ![0052224114!]
                	 Receive : ![00520!]
[08-09 16:31:44]	 COM4 Close [OK]
[08-09 16:31:45]	 COM4 Close [OK]
[08-09 16:31:45]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:31:45]	 Setting LED Module Display Type [OK] ![0052142111!]
                	 Receive : ![00520!]
[08-09 16:31:45]	 COM4 Close [OK]
[08-09 16:31:46]	 COM4 Close [OK]
[08-09 16:31:49]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:31:49]	 Setting LED Module Display Type [OK] ![0052122111!]
                	 Receive : ![00520!]
[08-09 16:31:49]	 COM4 Close [OK]
[08-09 16:31:50]	 COM4 Close [OK]
[08-09 16:31:50]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:31:50]	 Setting LED Module Display Type [OK] ![0052123111!]
                	 Receive : ![00520!]
[08-09 16:31:50]	 COM4 Close [OK]
[08-09 16:42:38]	 COM1 Close [OK]
[08-09 16:42:40]	 COM1 Close [OK]
[08-09 16:45:12]	 COM1 Close [OK]
[08-09 16:45:13]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:45:13]	 Power On [OK] ![00211!]
                	 Receive : ![00210!]
[08-09 16:45:13]	 COM4 Close [OK]
[08-09 16:45:17]	 COM4 Close [OK]
[08-09 16:45:17]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:45:17]	 Power Off [OK] ![00210!]
                	 Receive : ![00210!]
[08-09 16:45:17]	 COM4 Close [OK]
[08-09 16:45:22]	 COM4 Close [OK]
[08-09 16:45:22]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:45:22]	 Power On [OK] ![00211!]
                	 Receive : ![00210!]
[08-09 16:45:22]	 COM4 Close [OK]
[08-09 16:45:28]	 COM4 Close [OK]
[08-09 16:45:28]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:45:28]	 Setting LED Module Display Type [OK] ![0052B11111!]
                	 Receive : ![00520!]
[08-09 16:45:28]	 COM4 Close [OK]
[08-09 16:45:30]	 COM4 Close [OK]
[08-09 16:45:30]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:45:30]	 Power On [OK] ![00211!]
                	 Receive : ![00210!]
[08-09 16:45:30]	 COM4 Close [OK]
[08-09 16:45:31]	 COM4 Close [OK]
[08-09 16:45:31]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:45:31]	 Power Off [OK] ![00210!]
                	 Receive : ![00210!]
[08-09 16:45:31]	 COM4 Close [OK]
[08-09 16:45:33]	 COM4 Close [OK]
[08-09 16:45:33]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:45:33]	 Power On [OK] ![00211!]
                	 Receive : ![00210!]
[08-09 16:45:33]	 COM4 Close [OK]
[08-09 16:45:35]	 COM4 Close [OK]
[08-09 16:45:35]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:45:35]	 Power Off [OK] ![00210!]
                	 Receive : ![00210!]
[08-09 16:45:35]	 COM4 Close [OK]
[08-09 16:45:41]	 COM4 Close [OK]
[08-09 16:45:41]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:45:41]	 일반문구 등록 [OK] ![006001!]
                	 Receive : ![00600!]
[08-09 16:45:41]	 COM4 Close [OK]
[08-09 16:45:49]	 COM4 Close [OK]
[08-09 16:45:52]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:45:53]	 일반문구 등록 [OK] ![006002!]
                	 Receive : ![00600!]
[08-09 16:45:53]	 COM4 Close [OK]
[08-09 16:51:53]	 COM4 Close [OK]
[08-09 16:51:53]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:51:53]	 아스키 프로토콜 [OK] ![000/Y0004/E0606/S1000/C7Text 123456789 Hello World!]
                	 Receive : ![0000!]
[08-09 16:51:53]	 COM4 Close [OK]
[08-09 16:51:57]	 COM4 Close [OK]
[08-09 16:51:57]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:51:57]	 Power On [OK] ![00211!]
                	 Receive : ![00210!]
[08-09 16:51:57]	 COM4 Close [OK]
[08-09 16:52:01]	 COM4 Close [OK]
[08-09 16:52:05]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:52:05]	 아스키 프로토콜 [OK] ![000/Y0004/E0606/S1000/C7Text 123456789 Hello World!]
                	 Receive : ![0000!]
[08-09 16:52:05]	 COM4 Close [OK]
[08-09 16:52:30]	 COM4 Close [OK]
[08-09 16:52:31]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:52:31]	 아스키 프로토콜 [OK] ![001Hello world!]
                	 Receive : ![0010!]
[08-09 16:52:31]	 COM4 Close [OK]
[08-09 16:52:36]	 COM4 Close [OK]
[08-09 16:52:36]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:52:40]	 아스키 프로토콜 [FAIL] ![Hello world!]
[08-09 16:52:40]	 COM4 Close [OK]
[08-09 16:52:44]	 COM4 Close [OK]
[08-09 16:52:44]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:52:44]	 Power On [OK] ![00211!]
                	 Receive : ![00210!]
[08-09 16:52:44]	 COM4 Close [OK]
[08-09 16:52:47]	 COM4 Close [OK]
[08-09 16:52:49]	 COM4 Close [OK]
[08-09 16:52:49]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:52:49]	 COM4 Close [OK]
[08-09 16:52:49]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:52:49]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 16:52:49]	 COM4 Close [OK]
[08-09 16:52:54]	 COM4 Close [OK]
[08-09 16:52:57]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:53:02]	 아스키 프로토콜 [FAIL] ![Hello world!]
[08-09 16:53:02]	 COM4 Close [OK]
[08-09 16:53:04]	 COM4 Close [OK]
[08-09 16:53:04]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:53:04]	 아스키 프로토콜 [OK] ![000Hello world!]
                	 Receive : ![0000!]
[08-09 16:53:04]	 COM4 Close [OK]
[08-09 16:53:07]	 COM4 Close [OK]
[08-09 16:53:10]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:53:10]	 아스키 프로토콜 [OK] ![000/C1Hello /C2World!]
                	 Receive : ![0000!]
[08-09 16:53:10]	 COM4 Close [OK]
[08-09 16:53:14]	 COM4 Close [OK]
[08-09 16:53:14]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:53:14]	 아스키 프로토콜 [OK] ![000Hello world!]
                	 Receive : ![0000!]
[08-09 16:53:14]	 COM4 Close [OK]
[08-09 16:53:16]	 COM4 Close [OK]
[08-09 16:53:16]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:53:16]	 아스키 프로토콜 [OK] ![001/C1Hello /C2World!]
                	 Receive : ![0010!]
[08-09 16:53:16]	 COM4 Close [OK]
[08-09 16:53:29]	 COM4 Close [OK]
[08-09 16:53:29]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:53:29]	 아스키 프로토콜 [OK] ![002/Y0004/E0606/S1000/C7Text 123456789 Hello World!]
                	 Receive : ![002/Y!]
[08-09 16:53:29]	 COM4 Close [OK]
[08-09 16:53:45]	 COM4 Close [OK]
[08-09 16:53:49]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:53:49]	 아스키 프로토콜 [OK] ![000Hello world!]
                	 Receive : ![0000!]
[08-09 16:53:49]	 COM4 Close [OK]
[08-09 16:53:51]	 COM4 Close [OK]
[08-09 16:53:51]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:53:51]	 아스키 프로토콜 [OK] ![002/Y0004/E0606/S1000/C7Text 123456789 Hello World!]
                	 Receive : ![002/Y!]
[08-09 16:53:51]	 COM4 Close [OK]
[08-09 16:54:31]	 COM1 Close [OK]
[08-09 16:54:37]	 COM1 Close [OK]
[08-09 16:54:40]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:54:40]	 Power Off [OK] ![00210!]
                	 Receive : ![00210!]
[08-09 16:54:40]	 COM4 Close [OK]
